"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.268910598E0,-2.475000143E0,1.947500038E1,-2.231250000E1,2.971950406E1
3.278910598E0,-2.387500048E0,1.951250076E1,-2.212500000E1,2.959651107E1
3.288910598E0,-2.299999952E0,1.955000114E1,-2.197500038E1,2.950242679E1
3.298910598E0,-2.275000095E0,1.952499962E1,-2.193750000E1,2.945598652E1
3.308910598E0,-2.262500048E0,1.948750114E1,-2.193750000E1,2.943018032E1
3.318910598E0,-2.237499952E0,1.948750114E1,-2.197500038E1,2.945623446E1
3.328910598E0,-2.174999952E0,1.952499962E1,-2.196249962E1,2.946705999E1
3.338910598E0,-2.150000095E0,1.952499962E1,-2.195000076E1,2.945591017E1
3.348910598E0,-2.162500143E0,1.950000000E1,-2.205000114E1,2.951489382E1
3.358910598E0,-2.187500000E0,1.942500114E1,-2.208749962E1,2.949531260E1
3.368910598E0,-2.212500095E0,1.938750076E1,-2.208749962E1,2.947249535E1
3.378910598E0,-2.200000048E0,1.941250038E1,-2.203750038E1,2.945057885E1
3.388910598E0,-2.237499952E0,1.942500114E1,-2.196249962E1,2.940558561E1
3.398910598E0,-2.287500143E0,1.941250038E1,-2.181250000E1,2.928929812E1
3.408910598E0,-2.287500143E0,1.942500114E1,-2.176250076E1,2.926037877E1
3.418910598E0,-2.287500143E0,1.942500114E1,-2.181250000E1,2.929758493E1
3.428910598E0,-2.262500048E0,1.942500114E1,-2.187500000E1,2.934220852E1
3.438910598E0,-2.262500048E0,1.945000076E1,-2.193750000E1,2.940536248E1
3.448910598E0,-2.312500000E0,1.947500038E1,-2.198750114E1,2.946308712E1
3.458910598E0,-2.362499952E0,1.945000076E1,-2.202499962E1,2.947854379E1
3.468910598E0,-2.337500095E0,1.945000076E1,-2.203750038E1,2.948589255E1
3.478910598E0,-2.337500095E0,1.945000076E1,-2.208749962E1,2.952328023E1
3.488910598E0,-2.375000000E0,1.942500114E1,-2.218750000E1,2.958473341E1
3.498910598E0,-2.400000095E0,1.941250038E1,-2.214999962E1,2.955042563E1
3.508910598E0,-2.400000095E0,1.941250038E1,-2.203750038E1,2.946619410E1
3.518910598E0,-2.362499952E0,1.942500114E1,-2.200000000E1,2.944337065E1
3.528910598E0,-2.312500000E0,1.942500114E1,-2.201250076E1,2.944874387E1
3.538910598E0,-2.262500048E0,1.942500114E1,-2.202499962E1,2.945420486E1
3.548910598E0,-2.250000000E0,1.941250038E1,-2.211250114E1,2.951051301E1
3.558910598E0,-2.225000143E0,1.938750076E1,-2.223750114E1,2.958601475E1
3.568910598E0,-2.200000048E0,1.939999962E1,-2.226250076E1,2.961112841E1
3.578910598E0,-2.187500000E0,1.945000076E1,-2.220000076E1,2.959607609E1
3.588910598E0,-2.212500095E0,1.946249962E1,-2.212500000E1,2.954995217E1
3.598910598E0,-2.275000095E0,1.942500114E1,-2.210000038E1,2.951129126E1
3.608910598E0,-2.312500000E0,1.939999962E1,-2.208749962E1,2.948839231E1
3.618910598E0,-2.362499952E0,1.939999962E1,-2.214999962E1,2.953919217E1
3.628910598E0,-2.400000095E0,1.942500114E1,-2.213750076E1,2.954927427E1
3.638910598E0,-2.412500143E0,1.947500038E1,-2.205000114E1,2.951776325E1
3.648910598E0,-2.424999952E0,1.948750114E1,-2.193750000E1,2.944311858E1
3.658910598E0,-2.450000048E0,1.950000000E1,-2.196249962E1,2.947208662E1
3.668910598E0,-2.437500000E0,1.950000000E1,-2.197500038E1,2.948036716E1
3.678910598E0,-2.437500000E0,1.950000000E1,-2.198750114E1,2.948968655E1
3.688910598E0,-2.450000048E0,1.952499962E1,-2.202499962E1,2.953521150E1
3.698910598E0,-2.424999952E0,1.956250000E1,-2.201250076E1,2.954864161E1
3.708910598E0,-2.375000000E0,1.957500076E1,-2.198750114E1,2.953424261E1
3.718910598E0,-2.350000143E0,1.957500076E1,-2.201250076E1,2.955086032E1
3.728910598E0,-2.350000143E0,1.952499962E1,-2.214999962E1,2.962044216E1
3.738910598E0,-2.337500095E0,1.948750114E1,-2.227499962E1,2.968841888E1
3.748910598E0,-2.275000095E0,1.952499962E1,-2.231250000E1,2.973632277E1
3.758910598E0,-2.262500048E0,1.955000114E1,-2.230000114E1,2.974241924E1
3.768910598E0,-2.287500143E0,1.953750038E1,-2.228750038E1,2.972674303E1
3.778910598E0,-2.312500000E0,1.952499962E1,-2.226250076E1,2.970172060E1
3.788910598E0,-2.350000143E0,1.950000000E1,-2.223750114E1,2.966949541E1
3.798910598E0,-2.362499952E0,1.945000076E1,-2.225000000E1,2.964703081E1
3.808910598E0,-2.350000143E0,1.942500114E1,-2.222500038E1,2.961087321E1
3.818910598E0,-2.362499952E0,1.941250038E1,-2.217500114E1,2.956615046E1
3.828910598E0,-2.412500143E0,1.941250038E1,-2.221249962E1,2.959831866E1
3.838910598E0,-2.400000095E0,1.942500114E1,-2.216250038E1,2.956800793E1
3.848910598E0,-2.312500000E0,1.946249962E1,-2.205000114E1,2.950151010E1
3.858910598E0,-2.250000000E0,1.943750000E1,-2.201250076E1,2.945214926E1
3.868910598E0,-2.212500095E0,1.938750076E1,-2.201250076E1,2.941633105E1
3.878910598E0,-2.212500095E0,1.939999962E1,-2.198750114E1,2.940587269E1
3.888910598E0,-2.237499952E0,1.943750000E1,-2.191250038E1,2.937652950E1
3.898910598E0,-2.275000095E0,1.943750000E1,-2.183749962E1,2.932351311E1
3.908910598E0,-2.287500143E0,1.939999962E1,-2.180000114E1,2.927170463E1
3.918910598E0,-2.287500143E0,1.933749962E1,-2.189999962E1,2.930497452E1
3.928910598E0,-2.325000048E0,1.928750038E1,-2.191250038E1,2.928431268E1
3.938910598E0,-2.387500048E0,1.930000114E1,-2.183749962E1,2.924152168E1
3.948910598E0,-2.412500143E0,1.935000038E1,-2.175000000E1,2.921138771E1
3.958910598E0,-2.424999952E0,1.936250114E1,-2.175000000E1,2.922070457E1
3.968910598E0,-2.424999952E0,1.933749962E1,-2.181250000E1,2.925072089E1
3.978910598E0,-2.400000095E0,1.933749962E1,-2.191250038E1,2.932331095E1
3.988910598E0,-2.350000143E0,1.936250114E1,-2.192500114E1,2.934509544E1
3.998910598E0,-2.350000143E0,1.939999962E1,-2.182500076E1,2.929527512E1
4.008910598E0,-2.312500000E0,1.942500114E1,-2.187500000E1,2.934610623E1
4.018910598E0,-2.250000000E0,1.941250038E1,-2.200000000E1,2.942630916E1
4.028910598E0,-2.225000143E0,1.941250038E1,-2.208749962E1,2.948988701E1
4.038910598E0,-2.212500095E0,1.942500114E1,-2.213750076E1,2.953463672E1
4.048910598E0,-2.200000048E0,1.942500114E1,-2.208749962E1,2.949624229E1
4.058910598E0,-2.200000048E0,1.938750076E1,-2.206250000E1,2.945282826E1
4.068910598E0,-2.212500095E0,1.932500076E1,-2.213750076E1,2.946896251E1
4.078910598E0,-2.225000143E0,1.926250076E1,-2.216250038E1,2.944776705E1
4.088910598E0,-2.262500048E0,1.923750114E1,-2.210000038E1,2.938724849E1
4.098910598E0,-2.287500143E0,1.925000000E1,-2.201250076E1,2.933164412E1
4.108910598E0,-2.312500000E0,1.921249962E1,-2.193750000E1,2.925272131E1
4.118910598E0,-2.287500143E0,1.920000076E1,-2.189999962E1,2.921442571E1
4.128910598E0,-2.225000143E0,1.923750114E1,-2.195000076E1,2.927173738E1
4.138910598E0,-2.187500000E0,1.926250076E1,-2.196249962E1,2.929471764E1
4.148910598E0,-2.225000143E0,1.927499962E1,-2.186250114E1,2.923089448E1
4.158910598E0,-2.275000095E0,1.931250000E1,-2.181250000E1,2.922213952E1
4.168910598E0,-2.299999952E0,1.932500076E1,-2.183749962E1,2.925101783E1
4.178910598E0,-2.325000048E0,1.932500076E1,-2.191250038E1,2.930902511E1
4.188910598E0,-2.350000143E0,1.935000038E1,-2.189999962E1,2.931816841E1
4.198910598E0,-2.337500095E0,1.933749962E1,-2.187500000E1,2.929024451E1
4.208910598E0,-2.387500048E0,1.932500076E1,-2.188750076E1,2.929536654E1
4.218910598E0,-2.412500143E0,1.936250114E1,-2.188750076E1,2.932216392E1
4.228910598E0,-2.350000143E0,1.943750000E1,-2.193750000E1,2.940395914E1
4.238910598E0,-2.337500095E0,1.952499962E1,-2.193750000E1,2.946087954E1
4.248910598E0,-2.337500095E0,1.956250000E1,-2.193750000E1,2.948574603E1
4.258910598E0,-2.337500095E0,1.956250000E1,-2.195000076E1,2.949504783E1
4.268910598E0,-2.299999952E0,1.960000038E1,-2.198750114E1,2.954488486E1
4.278910598E0,-2.299999952E0,1.968750000E1,-2.195000076E1,2.957516170E1
4.288910598E0,-2.275000095E0,1.975000000E1,-2.180000114E1,2.950386713E1
4.298910598E0,-2.287500143E0,1.972500038E1,-2.172500038E1,2.943270186E1
4.308910598E0,-2.350000143E0,1.966250038E1,-2.173750114E1,2.940502301E1
4.318910598E0,-2.350000143E0,1.963750076E1,-2.178750038E1,2.942531410E1
4.328910598E0,-2.325000048E0,1.963750076E1,-2.185000038E1,2.946963824E1
4.338910598E0,-2.299999952E0,1.963750076E1,-2.191250038E1,2.951404935E1
4.348910598E0,-2.299999952E0,1.961250114E1,-2.198750114E1,2.955317931E1
4.358910598E0,-2.312500000E0,1.955000114E1,-2.206250000E1,2.956863384E1
4.368910598E0,-2.312500000E0,1.947500038E1,-2.216250038E1,2.959391355E1
4.378910598E0,-2.299999952E0,1.948750114E1,-2.223750114E1,2.965736262E1
4.388910598E0,-2.225000143E0,1.951250076E1,-2.216250038E1,2.961190191E1
4.398910598E0,-2.212500095E0,1.946249962E1,-2.210000038E1,2.953123880E1
4.408910598E0,-2.200000048E0,1.943750000E1,-2.205000114E1,2.947641357E1
4.418910598E0,-2.162500143E0,1.945000076E1,-2.193750000E1,2.939783738E1
4.428910598E0,-2.162500143E0,1.943750000E1,-2.188750076E1,2.935226572E1
4.438910598E0,-2.162500143E0,1.942500114E1,-2.195000076E1,2.939063813E1
4.448910598E0,-2.174999952E0,1.943750000E1,-2.202499962E1,2.945585917E1
4.458910598E0,-2.212500095E0,1.941250038E1,-2.206250000E1,2.947022623E1
4.468910598E0,-2.262500048E0,1.937500000E1,-2.216250038E1,2.952432818E1
4.478910598E0,-2.237499952E0,1.941250038E1,-2.222500038E1,2.959395579E1
4.488910598E0,-2.250000000E0,1.943750000E1,-2.230000114E1,2.966764159E1
4.498910598E0,-2.275000095E0,1.941250038E1,-2.242500114E1,2.974729354E1
4.508910598E0,-2.262500048E0,1.939999962E1,-2.237500000E1,2.970049691E1
4.518910598E0,-2.250000000E0,1.938750076E1,-2.223750114E1,2.958790535E1
4.528910598E0,-2.250000000E0,1.936250114E1,-2.208749962E1,2.945889662E1
4.538910598E0,-2.237499952E0,1.938750076E1,-2.196249962E1,2.938082676E1
4.548910598E0,-2.212500095E0,1.939999962E1,-2.187500000E1,2.932184794E1
4.558910598E0,-2.225000143E0,1.936250114E1,-2.195000076E1,2.935403907E1
4.568910598E0,-2.187500000E0,1.935000038E1,-2.205000114E1,2.941785549E1
4.578910598E0,-2.174999952E0,1.937500000E1,-2.205000114E1,2.943337902E1
4.588910598E0,-2.262500048E0,1.939999962E1,-2.214999962E1,2.953136256E1
4.598910598E0,-2.262500048E0,1.942500114E1,-2.225000000E1,2.962283032E1
4.608910598E0,-2.237499952E0,1.945000076E1,-2.236250114E1,2.972188408E1
4.618910598E0,-2.225000143E0,1.947500038E1,-2.242500114E1,2.978434055E1
4.628910598E0,-2.212500095E0,1.955000114E1,-2.236250114E1,2.978555285E1
4.638910598E0,-2.187500000E0,1.960000038E1,-2.222500038E1,2.971356278E1
4.648910598E0,-2.225000143E0,1.958749962E1,-2.208749962E1,2.960537800E1
4.658910598E0,-2.250000000E0,1.958749962E1,-2.201250076E1,2.955135921E1
4.668910598E0,-2.200000048E0,1.958749962E1,-2.188750076E1,2.945458931E1
4.678910598E0,-2.162500143E0,1.956250000E1,-2.176250076E1,2.934236276E1
4.688910598E0,-2.137500048E0,1.955000114E1,-2.168750000E1,2.927659658E1
4.698910598E0,-2.087500095E0,1.953750038E1,-2.171249962E1,2.928317294E1
4.708910598E0,-2.062500000E0,1.952499962E1,-2.183749962E1,2.936589699E1
4.718910598E0,-2.062500000E0,1.953750038E1,-2.189999962E1,2.942070378E1
4.728910598E0,-2.037500143E0,1.952499962E1,-2.186250114E1,2.938274959E1
4.738910598E0,-2.012500048E0,1.950000000E1,-2.183749962E1,2.934580968E1
4.748910598E0,-2.012500048E0,1.951250076E1,-2.186250114E1,2.937272202E1
4.758910598E0,-2.037500143E0,1.953750038E1,-2.189999962E1,2.941896176E1
4.768910598E0,-2.100000143E0,1.953750038E1,-2.191250038E1,2.943266204E1
4.778910598E0,-2.125000000E0,1.953750038E1,-2.181250000E1,2.936008689E1
4.788910598E0,-2.162500143E0,1.951250076E1,-2.175000000E1,2.929977121E1
4.798910598E0,-2.200000048E0,1.947500038E1,-2.186250114E1,2.936127716E1
4.808910598E0,-2.237499952E0,1.947500038E1,-2.193750000E1,2.941999239E1
4.818910598E0,-2.275000095E0,1.947500038E1,-2.196249962E1,2.944151244E1
4.828910598E0,-2.312500000E0,1.948750114E1,-2.205000114E1,2.951800989E1
4.838910598E0,-2.375000000E0,1.948750114E1,-2.205000114E1,2.952297201E1
4.848910598E0,-2.400000095E0,1.948750114E1,-2.205000114E1,2.952499368E1
4.858910598E0,-2.400000095E0,1.945000076E1,-2.218750000E1,2.960317021E1
4.868910598E0,-2.412500143E0,1.941250038E1,-2.221249962E1,2.959831866E1
4.878910598E0,-2.412500143E0,1.938750076E1,-2.208749962E1,2.948818377E1
4.888910598E0,-2.375000000E0,1.939999962E1,-2.197500038E1,2.940920352E1
4.898910598E0,-2.299999952E0,1.939999962E1,-2.196249962E1,2.939390029E1
4.908910598E0,-2.237499952E0,1.937500000E1,-2.198750114E1,2.939127826E1
4.918910598E0,-2.200000048E0,1.936250114E1,-2.207500076E1,2.944574858E1
4.928910598E0,-2.200000048E0,1.933749962E1,-2.213750076E1,2.947622486E1
4.938910598E0,-2.212500095E0,1.933749962E1,-2.214999962E1,2.948654831E1
4.948910598E0,-2.162500143E0,1.936250114E1,-2.218750000E1,2.952741123E1
4.958910598E0,-2.125000000E0,1.936250114E1,-2.218750000E1,2.952468851E1
4.968910598E0,-2.137500048E0,1.936250114E1,-2.222500038E1,2.955378147E1
4.978910598E0,-2.174999952E0,1.936250114E1,-2.227499962E1,2.959413258E1
4.988910598E0,-2.212500095E0,1.933749962E1,-2.225000000E1,2.956174129E1
4.998910598E0,-2.162500143E0,1.933749962E1,-2.216250038E1,2.949223155E1
5.008910598E0,-2.100000143E0,1.937500000E1,-2.206250000E1,2.943729831E1
5.018910598E0,-2.112499952E0,1.938750076E1,-2.198750114E1,2.939027132E1
5.028910598E0,-2.150000095E0,1.938750076E1,-2.200000000E1,2.940234151E1
5.038910598E0,-2.174999952E0,1.937500000E1,-2.212500000E1,2.948960622E1
5.048910598E0,-2.187500000E0,1.937500000E1,-2.220000076E1,2.954684103E1
5.058910598E0,-2.225000143E0,1.941250038E1,-2.213750076E1,2.952735574E1
5.068910598E0,-2.237499952E0,1.943750000E1,-2.211250114E1,2.952601428E1
5.078910598E0,-2.262500048E0,1.948750114E1,-2.216250038E1,2.959827749E1
5.088910598E0,-2.287500143E0,1.952499962E1,-2.231250000E1,2.973728171E1
5.098910598E0,-2.299999952E0,1.951250076E1,-2.239999962E1,2.979576595E1
5.108910598E0,-2.362499952E0,1.948750114E1,-2.236250114E1,2.975610130E1
5.118910598E0,-2.400000095E0,1.950000000E1,-2.232500076E1,2.973912674E1
5.128910598E0,-2.424999952E0,1.950000000E1,-2.233749962E1,2.975053805E1
5.138910598E0,-2.450000048E0,1.947500038E1,-2.233749962E1,2.973620738E1
5.148910598E0,-2.475000143E0,1.942500114E1,-2.233749962E1,2.970555814E1
5.158910598E0,-2.450000048E0,1.937500000E1,-2.230000114E1,2.964259058E1
5.168910598E0,-2.400000095E0,1.936250114E1,-2.211250114E1,2.948947537E1
5.178910598E0,-2.350000143E0,1.942500114E1,-2.187500000E1,2.934908508E1
5.188910598E0,-2.312500000E0,1.946249962E1,-2.177499962E1,2.929653829E1
5.198910598E0,-2.287500143E0,1.947500038E1,-2.168750000E1,2.923791978E1
5.208910598E0,-2.275000095E0,1.948750114E1,-2.163750076E1,2.920821401E1
5.218910598E0,-2.250000000E0,1.948750114E1,-2.172500038E1,2.927116059E1
5.228910598E0,-2.225000143E0,1.947500038E1,-2.187500000E1,2.937246824E1
5.238910598E0,-2.275000095E0,1.948750114E1,-2.195000076E1,2.944046297E1
5.248910598E0,-2.350000143E0,1.946249962E1,-2.203750038E1,2.949513206E1
5.258910598E0,-2.412500143E0,1.942500114E1,-2.213750076E1,2.955029215E1
5.268910598E0,-2.387500048E0,1.941250038E1,-2.227499962E1,2.964322748E1
5.278910598E0,-2.362499952E0,1.942500114E1,-2.232500076E1,2.968699605E1
5.288910598E0,-2.362499952E0,1.942500114E1,-2.227499962E1,2.964941287E1
5.298910598E0,-2.387500048E0,1.947500038E1,-2.217500114E1,2.960922951E1
5.308910598E0,-2.387500048E0,1.953750038E1,-2.207500076E1,2.957566122E1
5.318910598E0,-2.387500048E0,1.956250000E1,-2.208749962E1,2.960150675E1
5.328910598E0,-2.400000095E0,1.960000038E1,-2.212500000E1,2.965528014E1
5.338910598E0,-2.400000095E0,1.963750076E1,-2.217500114E1,2.971737055E1
5.348910598E0,-2.450000048E0,1.963750076E1,-2.217500114E1,2.972145037E1
5.358910598E0,-2.475000143E0,1.961250114E1,-2.220000076E1,2.972567679E1
5.368910598E0,-2.450000048E0,1.961250114E1,-2.220000076E1,2.972360569E1
5.378910598E0,-2.424999952E0,1.956250000E1,-2.217500114E1,2.966989563E1
5.388910598E0,-2.387500048E0,1.951250076E1,-2.208749962E1,2.956848799E1
5.398910598E0,-2.362499952E0,1.950000000E1,-2.192500114E1,2.943700191E1
5.408910598E0,-2.350000143E0,1.945000076E1,-2.191250038E1,2.939358269E1
5.418910598E0,-2.312500000E0,1.941250038E1,-2.197500038E1,2.941247132E1
5.428910598E0,-2.262500048E0,1.939999962E1,-2.195000076E1,2.938165116E1
5.438910598E0,-2.275000095E0,1.939999962E1,-2.185000038E1,2.930798743E1
5.448910598E0,-2.299999952E0,1.938750076E1,-2.183749962E1,2.929234670E1
5.458910598E0,-2.299999952E0,1.939999962E1,-2.186250114E1,2.931925888E1
5.468910598E0,-2.299999952E0,1.941250038E1,-2.188750076E1,2.934617284E1
5.478910598E0,-2.287500143E0,1.942500114E1,-2.192500114E1,2.938143975E1
5.488910598E0,-2.287500143E0,1.946249962E1,-2.188750076E1,2.937829535E1
5.498910598E0,-2.299999952E0,1.950000000E1,-2.181250000E1,2.934834162E1
5.508910598E0,-2.299999952E0,1.950000000E1,-2.172500038E1,2.928336800E1
5.518910598E0,-2.299999952E0,1.946249962E1,-2.178750038E1,2.930484711E1
5.528910598E0,-2.275000095E0,1.946249962E1,-2.186250114E1,2.935870353E1
5.538910598E0,-2.237499952E0,1.947500038E1,-2.185000038E1,2.935480476E1
5.548910598E0,-2.225000143E0,1.946249962E1,-2.182500076E1,2.932695305E1
5.558910598E0,-2.225000143E0,1.942500114E1,-2.177499962E1,2.926485782E1
5.568910598E0,-2.200000048E0,1.938750076E1,-2.176250076E1,2.922878077E1
5.578910598E0,-2.200000048E0,1.930000114E1,-2.178750038E1,2.918947100E1
5.588910598E0,-2.212500095E0,1.926250076E1,-2.185000038E1,2.921235370E1
5.598910598E0,-2.187500000E0,1.926250076E1,-2.187500000E1,2.922917578E1
5.608910598E0,-2.174999952E0,1.926250076E1,-2.187500000E1,2.922824294E1
5.618910598E0,-2.187500000E0,1.922500038E1,-2.191250038E1,2.923257547E1
5.628910598E0,-2.212500095E0,1.918750000E1,-2.202499962E1,2.929429844E1
5.638910598E0,-2.237499952E0,1.920000076E1,-2.214999962E1,2.939845095E1
5.648910598E0,-2.262500048E0,1.922500038E1,-2.226250076E1,2.950149973E1
5.658910598E0,-2.262500048E0,1.927499962E1,-2.235000038E1,2.960011881E1
5.668910598E0,-2.262500048E0,1.932500076E1,-2.239999962E1,2.967043215E1
5.678910598E0,-2.275000095E0,1.932500076E1,-2.237500000E1,2.965251937E1
5.688910598E0,-2.262500048E0,1.932500076E1,-2.233749962E1,2.962327548E1
5.698910598E0,-2.275000095E0,1.936250114E1,-2.233749962E1,2.964870933E1
5.708910598E0,-2.299999952E0,1.941250038E1,-2.223750114E1,2.960813449E1
5.718910598E0,-2.299999952E0,1.945000076E1,-2.222500038E1,2.962335517E1
5.728910598E0,-2.299999952E0,1.947500038E1,-2.221249962E1,2.963040295E1
5.738910598E0,-2.350000143E0,1.951250076E1,-2.217500114E1,2.963091059E1
5.748910598E0,-2.362499952E0,1.951250076E1,-2.214999962E1,2.961319934E1
5.758910598E0,-2.400000095E0,1.952499962E1,-2.212500000E1,2.960576355E1
5.768910598E0,-2.450000048E0,1.953750038E1,-2.207500076E1,2.958077213E1
5.778910598E0,-2.462500095E0,1.953750038E1,-2.207500076E1,2.958181006E1
5.788910598E0,-2.412500143E0,1.951250076E1,-2.214999962E1,2.961723022E1
5.798910598E0,-2.387500048E0,1.946249962E1,-2.223750114E1,2.964785835E1
5.808910598E0,-2.350000143E0,1.942500114E1,-2.225000000E1,2.962964175E1
5.818910598E0,-2.312500000E0,1.939999962E1,-2.214999962E1,2.953523531E1
5.828910598E0,-2.275000095E0,1.942500114E1,-2.212500000E1,2.953001727E1
5.838910598E0,-2.225000143E0,1.948750114E1,-2.218750000E1,2.961416017E1
5.848910598E0,-2.237499952E0,1.951250076E1,-2.228750038E1,2.970651049E1
5.858910598E0,-2.287500143E0,1.951250076E1,-2.231250000E1,2.972907666E1
5.868910598E0,-2.362499952E0,1.950000000E1,-2.231250000E1,2.972673985E1
5.878910598E0,-2.387500048E0,1.953750038E1,-2.220000076E1,2.966907669E1
5.888910598E0,-2.387500048E0,1.957500076E1,-2.210000038E1,2.961909567E1
5.898910598E0,-2.400000095E0,1.958749962E1,-2.206250000E1,2.960040621E1
5.908910598E0,-2.412500143E0,1.956250000E1,-2.196249962E1,2.951038720E1
5.918910598E0,-2.400000095E0,1.952499962E1,-2.182500076E1,2.938224411E1
5.928910598E0,-2.362499952E0,1.951250076E1,-2.167500114E1,2.925960982E1
5.938910598E0,-2.299999952E0,1.948750114E1,-2.166250038E1,2.922869521E1
5.948910598E0,-2.287500143E0,1.946249962E1,-2.172500038E1,2.925742965E1
5.958910598E0,-2.299999952E0,1.941250038E1,-2.180000114E1,2.928097028E1
5.968910598E0,-2.337500095E0,1.936250114E1,-2.188750076E1,2.931608853E1
5.978910598E0,-2.375000000E0,1.932500076E1,-2.205000114E1,2.941596216E1
5.988910598E0,-2.400000095E0,1.932500076E1,-2.220000076E1,2.953058904E1
5.998910598E0,-2.375000000E0,1.932500076E1,-2.228750038E1,2.959440746E1
6.008910598E0,-2.350000143E0,1.932500076E1,-2.233749962E1,2.963008681E1
6.018910598E0,-2.312500000E0,1.932500076E1,-2.236250114E1,2.964599076E1
6.028910598E0,-2.312500000E0,1.936250114E1,-2.228750038E1,2.961396259E1
6.038910598E0,-2.325000048E0,1.941250038E1,-2.222500038E1,2.960069996E1
6.048910598E0,-2.299999952E0,1.939999962E1,-2.210000038E1,2.949677952E1
6.058910598E0,-2.250000000E0,1.936250114E1,-2.198750114E1,2.938399491E1
6.068910598E0,-2.212500095E0,1.932500076E1,-2.196249962E1,2.933772658E1
6.078910598E0,-2.237499952E0,1.931250000E1,-2.193750000E1,2.931267590E1
6.088910598E0,-2.299999952E0,1.933749962E1,-2.196249962E1,2.935268779E1
6.098910598E0,-2.362499952E0,1.937500000E1,-2.197500038E1,2.939171095E1
6.108910598E0,-2.387500048E0,1.939999962E1,-2.201250076E1,2.943824607E1
6.118910598E0,-2.375000000E0,1.936250114E1,-2.208749962E1,2.946870739E1
6.128910598E0,-2.337500095E0,1.935000038E1,-2.210000038E1,2.946687018E1
6.138910598E0,-2.312500000E0,1.937500000E1,-2.207500076E1,2.946258543E1
6.148910598E0,-2.299999952E0,1.941250038E1,-2.193750000E1,2.938348307E1
6.158910598E0,-2.275000095E0,1.941250038E1,-2.203750038E1,2.945627640E1
6.168910598E0,-2.250000000E0,1.937500000E1,-2.213750076E1,2.950461091E1
6.178910598E0,-2.225000143E0,1.935000038E1,-2.206250000E1,2.943003647E1
6.188910598E0,-2.212500095E0,1.936250114E1,-2.202499962E1,2.940921991E1
6.198910598E0,-2.200000048E0,1.945000076E1,-2.196249962E1,2.941927802E1
6.208910598E0,-2.212500095E0,1.948750114E1,-2.203750038E1,2.950100474E1
6.218910598E0,-2.225000143E0,1.950000000E1,-2.207500076E1,2.953821735E1
6.228910598E0,-2.262500048E0,1.952499962E1,-2.211250114E1,2.958559148E1
6.238910598E0,-2.375000000E0,1.956250000E1,-2.200000000E1,2.953526758E1
6.248910598E0,-2.437500000E0,1.958749962E1,-2.196249962E1,2.952901856E1
6.258910598E0,-2.412500143E0,1.963750076E1,-2.200000000E1,2.958803125E1
6.268910598E0,-2.412500143E0,1.962500000E1,-2.201250076E1,2.958903465E1
